ENTRY,GY,PH,SD
(CML543/CML566)//CKDHL1715829,6.346404657,235.0115681,73.99452609
(CML543/CML566)//CKDHL1715830,7.534770792,235.7117125,74.91876953
(CML543/CML566)//CKDHL1715831,6.874790066,233.6523959,73.01911052
(CML543/CML566)//CKDHL1715832,6.732678667,231.466733,72.47870775
(CML543/CML566)//CKDHL1715837,6.322525633,235.8227797,75.79653381
(CML543/CML566)//CKDHL1715839,6.838983262,236.6906005,74.78304474
(CML543/CML566)//CKDHL1715840,7.16081538,240.8115756,72.56951945
(CML543/CML566)//CKDHL1715841,6.869503868,243.4918252,76.35734879
(CML543/CML566)//CKDHL1715842,6.392412019,228.3599635,73.78629517
(CML543/CML566)//CKDHL1715843,7.345974559,246.0099368,77.93999365
(CML543/CML566)//CKDHL1715844,7.453181335,249.7545536,75.37892699
(CML543/CML566)//CKDHL1715846,6.684309249,224.6512499,73.30240015
(CML543/CML566)//CKDHL1715847,6.792347784,246.2706335,76.08493566
(CML543/CML566)//CKDHL1715848,7.877404566,246.4554063,76.30537255
(CML543/CML566)//CKDHL1715849,6.720046362,233.2943094,72.90854877
(CML543/CML566)//CKDHL1715850,7.401499757,248.2713716,78.06859378
(CML543/CML566)//CKDHL1715852,6.980745838,237.914973,72.38978926
(CML543/CML566)//CKDHL1715853,7.393870063,236.5429326,75.07216685
(CML543/CML566)//CKDHL1715856,7.038881115,243.2517384,72.94117533
(CML543/CML566)//CKDHL1715857,7.3151522,225.757878,73.50837949
(CML543/CML566)//CKDHL1715861,7.637210236,243.7572219,73.42250076
(CML543/CML566)//CKDHL1715864,7.369133174,222.9460475,71.23633199
(CML543/CML566)//CKDHL1715866,7.079828672,237.2168333,74.34167834
(CML543/CML566)//CKDHL1715870,7.062033454,239.2544662,74.52277898
(CML543/CML566)//CKDHL1715871,6.095000069,219.1098022,72.34448528
(CML543/CML566)//CKDHL1715879,7.054913603,243.3738172,72.36624374
(CML543/CML566)//CKDHL1715880,6.866233569,229.3311699,76.10928933
(CML543/CML566)//CKDHL1715882,7.107968907,243.0485928,73.78398754
(CML543/CML566)//CKDHL1715883,7.032529481,240.8155259,73.00772087
(CML543/CML566)//CKDHL1715886,7.07313673,251.6680667,76.77378169
(CML543/CML566)//CKDHL1715887,6.913401367,237.5674066,75.87538179
(CML543/CML566)//CKDHL1715891,6.808515392,232.9079577,74.59718767
(CML543/CML566)//CKDHL1715892,7.159114958,238.4015974,74.57451549
(CML543/CML566)//CKDHL1715895,6.638010678,230.7507241,73.18810597
(CML543/CML566)//CKDHL1715896,7.656620734,242.1792297,74.42672282
(CML543/CML566)//CKDHL1715898,7.754665196,234.1948455,74.7138186
(CML543/CML566)//CKDHL1715900,7.17589939,238.7160031,73.2241533
(CML543/CML566)//CKDHL1715901,8.065094689,240.8195757,72.78972185
(CML543/CML566)//CKDHL1715902,6.693788765,243.931552,76.92603264
(CML543/CML566)//CKDHL1715907,6.934824417,238.261236,76.2707782
(CML543/CML566)//CKDHL1715909,7.546294996,236.2471744,73.72282613
(CML543/CML566)//CKDHL1715910,7.233277473,235.0873666,74.29107572
(CML543/CML566)//CKDHL1715912,6.49068066,238.4923363,76.59159694
(CML543/CML566)//CKDHL1715915,7.837777067,243.2508708,76.58366446
(CML543/CML566)//CKDHL1715918,8.022944605,242.586218,74.10977177
(CML543/CML566)//CKDHL1715919,6.98969767,241.8081997,72.54206285
(CML543/CML566)//CKDHL1715921,7.128828299,232.11052,72.84277597
(CML543/CML566)//CKDHL1715922,7.445312415,225.9418953,74.40470562
(CML543/CML566)//CKDHL1715927,7.859163825,237.1516638,74.04189322
(CML543/CML566)//CKDHL1715928,7.620751437,241.1618825,74.19142028
(CML543/CML566)//CKDHL1715931,6.8818959,236.9294888,73.64183429
(CML543/CML566)//CKDHL1715932,7.673464834,251.1357357,74.89823885
(CML543/CML566)//CKDHL1715934,7.237355194,232.9569933,74.72991077
(CML543/CML566)//CKDHL1715940,8.028966346,250.9922496,76.03148495
(CML543/CML566)//CKDHL1717302,6.450638673,227.0750944,78.0471245
(CML543/CML566)//CKDHL1717350,7.571856211,239.1098697,75.16712437
(CML543/CML566)//CKDHL1717354,7.781349926,236.6148592,75.99305567
(CML543/CML566)//CKDHL1717363,7.063613721,241.0210966,75.61268522
(CML543/CML566)//CKDHL1717366,7.043949435,229.2039186,73.41065849
(CML543/CML566)//CKDHL1717390,6.202488927,233.9859902,77.29458205
(CML543/CML566)//CKDHL1717394,6.951740625,238.7239237,74.00662004
(CML543/CML566)//CKDHL1717398,7.141807596,237.409451,75.50280019
(CML543/CML566)//CKDHL1717403,6.539661275,232.340242,76.87197945
(CML543/CML566)//CKDHL1717404,7.134538168,239.9688338,75.19594032
(CML543/CML566)//CKDHL1717421,6.936633922,227.0028584,74.51036479
(CML543/CML566)//CKDHL1717463,6.353389947,232.3027841,71.90104062
(CML543/CML566)//CKDHL1717479,7.347807038,244.8876304,75.51063741
(CML543/CML566)//CKDHL1717481,6.875199307,236.0906536,76.9670493
(CML543/CML566)//CKDHL1717483,6.974177665,237.6116896,75.56362117
(CML543/CML566)//CKDHL1717507,7.196175815,242.2064538,73.76777509
(CML543/CML566)//CKDHL1717508,7.224098383,236.0619849,74.97654534
(CML543/CML566)//CKDHL1717519,6.51593388,226.238682,73.72951391
(CML543/CML566)//CKDHL1717527,7.867506094,241.1695389,75.17188463
(CML543/CML566)//CKDHL1717529,7.186446854,245.9136684,76.95049685
(CML543/CML566)//CKDHL1717535,5.967457128,232.355809,78.17092704
(CML543/CML566)//CKDHL1718483,6.997153922,232.7621669,73.0748492
(CML543/CML566)//CKDHL1718565,6.90673879,231.721119,75.50483159
(CML543/CML566)//CKDHL1718642,6.86797593,225.9685321,72.68872602
(CML543/CML566)//CKDHL1718746,6.149449341,233.8671203,75.55661192
(CML543/CML566)//CKDHL1719134,6.249307307,234.2178226,78.04490075
(CML543/CML566)//CKDHL1719284,7.149644525,240.5580493,73.73702153
(CML543/CML566)//CKDHL1720436,6.210595362,235.6976097,80.78014446
(CML543/CML566)//CKDHL1720438,6.458049193,226.8269601,79.71618643
(CML543/CML566)//CKDHL1720452,6.278086951,224.254853,80.86422137
(CML543/CML566)//CKDHL1720469,5.499472375,224.7362615,81.91814403
(CML543/CML566)//CKDHL1720562,5.976935442,223.4916878,79.59978508
(CML543/CML566)//CKDHL1720581,6.578661372,233.5683615,78.19651268
(CML543/CML566)//CKDHL1720616,6.228367917,229.2732468,79.44604789
(CML543/CML566)//CKDHL1720643,5.791623057,228.9264639,76.99505717
(CML543/CML566)//CKDHL1720648,6.232788266,238.4707918,79.91443352
(CML543/CML566)//CKDHL1720663,5.919749419,235.6224624,79.97458662
(CML543/CML566)//CKDHL1720667,7.067712391,228.2923464,78.52443657
(CML543/CML566)//CKDHL1720696,6.126945284,227.0714263,76.25397093
(CML543/CML566)//CKDHL1720758,6.535780196,232.2797482,78.24036702
(CML543/CML566)//CKDHL1720872,6.086908953,245.8625445,78.91868427
(CML543/CML566)//CKDHL1720891,6.810573688,233.1030486,79.24568551
(CML566/CML569)//CKDHL1706815,6.21500321,238.0408716,71.58454529
(CML566/CML569)//CKDHL1706862,6.806726504,239.1416935,72.29151163
(CML566/CML569)//CKDHL1706884,6.952934294,244.4932334,74.0091519
(CML566/CML569)//CKDHL1706887,7.404949886,243.934975,75.40085341
(CML566/CML569)//CKDHL1706909,5.991128122,243.6519252,70.44552359
(CML566/CML569)//CKDHL1706939,6.520560128,246.4415601,73.96641428
(CML566/CML569)//CKDHL1715255,6.166427506,228.085995,73.54709046
(CML566/CML569)//CKDHL1715260,6.594426965,245.1481831,74.52514968
(CML566/CML569)//CKDHL1715316,6.961541431,241.2209764,74.10995172
(CML566/CML569)//CKDHL1715381,6.224503145,232.245605,73.81826309
(CML566/CML569)//CKDHL1715408,6.067803263,229.6880484,74.72465041
(CML566/CML569)//CKDHL1715411,6.767007251,239.1737704,75.76176945
(CML566/CML569)//CKDHL1715442,6.352797002,230.9538288,75.20686525
(CML566/CML569)//CKDHL1715475,6.775319095,241.2140287,74.64479043
(CML566/CML569)//CKDHL1715480,6.544421322,228.5691828,72.57229571
(CML566/CML569)//CKDHL1715486,6.465583108,239.204863,74.81622773
(CML566/CML569)//CKDHL1715490,6.544214326,237.8793027,76.63681363
(CML566/CML569)//CKDHL1715496,5.782150695,228.9836597,76.67905237
(CML566/CML569)//CKDHL1715497,6.931905303,239.8385738,75.67988299
(CML566/CML569)//CKDHL1715500,6.273233128,239.3398526,73.94975062
(CML566/CML569)//CKDHL1715506,6.568476875,241.0890465,74.9399688
(CML566/CML569)//CKDHL1715529,6.324307035,235.3896112,72.18062175
(CML566/CML569)//CKDHL1715607,6.579879032,242.4371102,76.65096919
(CML566/CML569)//CKDHL1715617,6.15725274,233.1467892,73.45886025
(CML566/CML569)//CKDHL1715634,6.876134186,249.2065208,74.62878127
(CML566/CML569)//CKDHL1715637,6.627417333,232.4194043,74.34323666
(CML566/CML569)//CKDHL1715648,6.748892052,244.1326263,75.03646183
(CML566/CML569)//CKDHL1715658,7.146449503,251.0856175,76.25487653
(CML566/CML569)//CKDHL1715659,6.969848053,240.4035489,72.93002863
(CML566/CML569)//CKDHL1715661,6.648524227,240.7034997,73.14116898
(CML566/CML569)//CKDHL1715668,6.870760344,253.2966754,75.3004398
(CML566/CML569)//CKDHL1715671,6.138684151,234.3104682,73.23426254
(CML566/CML569)//CKDHL1715674,7.213935078,247.4388745,76.572477
(CML566/CML569)//CKDHL1715677,6.580577893,242.9980657,74.25820569
(CML566/CML569)//CKDHL1715678,6.741462423,245.640413,76.88243075
(CML566/CML569)//CKDHL1715679,7.026744528,246.232038,77.41735417
(CML566/CML569)//CKDHL1715680,6.606184891,225.7211808,72.83383196
(CML566/CML569)//CKDHL1715686,6.065556105,238.3241442,73.63659257
(CML566/CML569)//CKDHL1715690,6.489496052,242.1450057,76.37532772
(CML566/CML569)//CKDHL1715694,6.245565361,245.9283737,73.31299455
(CML566/CML569)//CKDHL1715698,6.652691777,240.5291575,72.9649916
(CML566/CML569)//CKDHL1715699,6.412569385,245.2319993,73.89577179
(CML566/CML569)//CKDHL1715700,6.812800064,238.8291075,74.3641881
(CML566/CML569)//CKDHL1715702,6.720412204,239.6122307,72.16886712
(CML566/CML569)//CKDHL1715708,6.616228918,234.9175195,72.55844643
(CML566/CML569)//CKDHL1715711,6.938023473,232.5145502,75.33844018
(CML566/CML569)//CKDHL1715713,6.342251499,236.2708366,73.51743359
(CML566/CML569)//CKDHL1715714,6.660291416,238.3757035,73.97914701
(CML566/CML569)//CKDHL1715716,6.669928663,228.8112208,73.21249214
(CML566/CML569)//CKDHL1715717,5.952222126,231.1706442,70.66776373
(CML566/CML569)//CKDHL1715718,7.000001437,234.7495642,75.43718192
(CML566/CML569)//CKDHL1715724,6.45499914,245.3908718,75.6724856
(CML566/CML569)//CKDHL1715726,6.95958935,244.6365284,74.05549139
(CML566/CML569)//CKDHL1715729,6.236589568,220.2930243,75.67294391
(CML566/CML569)//CKDHL1715731,7.265291024,242.6354746,74.12923618
(CML566/CML569)//CKDHL1715735,6.503460029,234.9141532,72.64066694
(CML566/CML569)//CKDHL1715738,6.258465449,240.1118566,76.01972209
(CML566/CML569)//CKDHL1715741,6.226709715,244.5206741,74.50933508
(CML566/CML569)//CKDHL1715744,6.308557428,240.6888361,74.62977286
(CML566/CML569)//CKDHL1715745,6.557448276,234.9797676,73.04590706
(CML566/CML569)//CKDHL1715746,5.735933685,244.6363713,71.90847625
(CML566/CML569)//CKDHL1715747,7.121484514,240.1586141,74.5121457
(CML566/CML569)//CKDHL1715749,6.842592025,246.9273168,75.63809773
(CML566/CML569)//CKDHL1715751,6.13031334,241.1386421,74.07192055
(CML566/CML569)//CKDHL1715752,7.094430446,234.4084611,72.51349285
(CML566/CML569)//CKDHL1715754,6.93216165,243.5556121,72.42219076
(CML566/CML569)//CKDHL1715756,6.719355557,231.3622186,73.80575996
(CML566/CML569)//CKDHL1715760,6.588238468,238.1127923,75.79016274
(CML566/CML569)//CKDHL1715764,6.793076407,240.6137614,73.78285534
(CML566/CML569)//CKDHL1715766,6.44973087,230.8240213,72.2896905
(CML566/CML569)//CKDHL1715768,6.86427962,240.3939679,75.78383335
(CML566/CML569)//CKDHL1715769,6.335643333,223.1912269,75.83267016
(CML566/CML569)//CKDHL1715772,7.232286382,246.7300471,72.00219761
(CML566/CML569)//CKDHL1715773,6.590756277,236.7012931,74.60144998
(CML566/CML569)//CKDHL1715774,7.18394223,244.0859722,75.67076332
(CML566/CML569)//CKDHL1715775,6.98176558,244.8484907,73.93447735
(CML566/CML569)//CKDHL1715777,6.430242443,232.6201824,74.01577713
(CML566/CML569)//CKDHL1715778,6.793358558,242.2645477,76.55534016
(CML566/CML569)//CKDHL1715779,6.114184118,239.5502729,72.54104359
(CML566/CML569)//CKDHL1715787,7.109353253,244.55211,74.36796519
(CML566/CML569)//CKDHL1715789,6.51502704,238.7692647,73.06438766
(CML566/CML569)//CKDHL1715790,7.379962509,249.8197273,75.08294082
(CML566/CML569)//CKDHL1715791,6.115341092,248.5880361,75.63077912
(CML566/CML569)//CKDHL1715794,6.155771976,241.2577482,73.41924436
(CML566/CML569)//CKDHL1715795,6.533165033,237.4318978,75.70085614
(CML566/CML569)//CKDHL1715799,6.643158988,236.3432763,73.40295157
(CML566/CML569)//CKDHL1715800,7.223637469,243.4056195,74.63266432
(CML566/CML569)//CKDHL1715804,5.894557921,233.4394046,73.48730363
(CML566/CML569)//CKDHL1715807,7.271815003,242.0425704,73.16985333
(CML566/CML569)//CKDHL1715808,6.675504115,245.1002015,75.6844692
(CML566/CML569)//CKDHL1715809,7.242120042,242.6700021,73.94286185
(CML566/CML569)//CKDHL1715812,6.079329632,245.9779247,73.17034568
(CML566/CML569)//CKDHL1715813,5.980238905,243.8307728,75.23880838
(CML566/CML569)//CKDHL1715814,6.501865988,238.634049,72.24350999
(CML566/CML569)//CKDHL1715815,6.888837718,245.1526957,74.8706148
(CML566/CML569)//CKDHL1715819,5.885772839,231.5208248,72.15152868
(CML566/CML569)//CKDHL1715820,6.571907282,244.2540355,73.04303238
(CML566/CML569)//CKDHL1715828,7.151144315,247.7957095,73.52106781
(CML566/CML569)//CKDHL1715829,5.990894016,240.6452736,73.71699104
(CML566/CML569)//CKDHL1715830,6.658244155,237.4419536,74.86239029
(CML566/CML569)//CKDHL1715831,6.708885083,230.5685763,71.65912272
(CML566/CML569)//CKDHL1715832,7.200745732,233.8351362,71.15546356
(CML566/CML569)//CKDHL1715837,6.693809673,239.0433291,75.42470456
(CML566/CML569)//CKDHL1715839,6.543895105,233.2160768,74.59055379
(CML566/CML569)//CKDHL1715840,7.735274271,245.1095403,71.33322582
(CML566/CML569)//CKDHL1715841,6.688351793,242.7380273,76.38022379
(CML566/CML569)//CKDHL1715842,6.616548534,224.6281128,71.70435531
(CML566/CML569)//CKDHL1715843,6.522950009,241.72892,77.85919018
(CML566/CML569)//CKDHL1715844,6.850416107,247.9253547,72.94548687
(CML566/CML569)//CKDHL1715846,6.419443985,229.5335548,72.75316657
(CML566/CML569)//CKDHL1715847,7.436299251,245.5981263,76.50343599
(CML566/CML569)//CKDHL1715848,7.646551506,247.3299639,74.63457577
(CML566/CML569)//CKDHL1715849,6.42800009,228.5712342,72.61041355
(CML566/CML569)//CKDHL1715850,7.160738945,250.5083877,76.56538861
(CML566/CML569)//CKDHL1715852,7.420183194,239.9569051,72.4566781
(CML566/CML569)//CKDHL1715853,6.503252796,239.2950596,73.96443741
(CML566/CML569)//CKDHL1715856,6.837666086,244.8281428,73.35051788
(CML566/CML569)//CKDHL1715857,7.216014833,242.4311788,73.44051881
(CML566/CML569)//CKDHL1715861,7.206588919,242.4261597,73.02866155
(CML566/CML569)//CKDHL1715864,6.511331745,228.485892,71.50183498
(CML566/CML569)//CKDHL1715866,6.445083741,243.4430103,74.17051029
(CML566/CML569)//CKDHL1715870,7.380219067,238.4996097,73.81251399
(CML566/CML569)//CKDHL1715871,6.074062364,230.4506862,71.72042052
(CML566/CML569)//CKDHL1715879,6.952025568,246.3503785,71.4228687
(CML566/CML569)//CKDHL1715880,7.097980209,237.1280999,74.50946344
(CML566/CML569)//CKDHL1715882,6.708808291,245.8154213,73.11770386
(CML566/CML569)//CKDHL1715883,6.25570055,242.6604262,72.31280346
(CML566/CML569)//CKDHL1715886,6.673330054,251.0531601,75.93953567
(CML566/CML569)//CKDHL1715887,6.288561399,237.9659929,74.7201152
(CML566/CML569)//CKDHL1715891,6.086215492,236.5641128,74.08486557
(CML566/CML569)//CKDHL1715892,6.882431906,238.1840984,73.20969703
(CML566/CML569)//CKDHL1715895,6.550941646,235.2699065,73.47276399
(CML566/CML569)//CKDHL1715896,7.819225885,245.501648,74.5965099
(CML566/CML569)//CKDHL1715898,7.144194293,228.7468196,74.164168
(CML566/CML569)//CKDHL1715900,7.07216048,239.3618534,73.50792316
(CML566/CML569)//CKDHL1715901,7.143407966,233.9464915,72.55934981
(CML566/CML569)//CKDHL1715902,6.336001033,248.3769641,74.98999291
(CML566/CML569)//CKDHL1715907,6.842008372,240.2107308,76.17246408
(CML566/CML569)//CKDHL1715909,6.742702397,229.5980107,74.42156584
(CML566/CML569)//CKDHL1715910,6.37096105,235.8117479,72.59934666
(CML566/CML569)//CKDHL1715912,7.183037284,244.9214656,75.84069461
(CML566/CML569)//CKDHL1715915,6.694873959,242.1467216,76.75283155
(CML566/CML569)//CKDHL1715918,7.112744222,238.7423269,74.20792683
(CML566/CML569)//CKDHL1715919,7.070180906,239.7353433,72.6668816
(CML566/CML569)//CKDHL1715921,6.865738845,236.1769371,71.28452349
(CML566/CML569)//CKDHL1715922,7.154154636,231.6784728,74.13270045
(CML566/CML569)//CKDHL1715927,6.853289536,234.473812,73.9053349
(CML566/CML569)//CKDHL1715928,6.392023633,238.697446,73.16769065
(CML566/CML569)//CKDHL1715931,6.022211485,236.2737735,73.0455072
(CML566/CML569)//CKDHL1715932,6.83377746,248.8713132,74.67664769
(CML566/CML569)//CKDHL1715934,7.414404791,233.2410432,72.27499847
(CML566/CML569)//CKDHL1715940,7.657824598,244.2828543,76.41857807
(CML566/CML569)//CKDHL1717302,5.585256674,227.9219731,77.46525546
(CML566/CML569)//CKDHL1717350,7.314239371,239.5801605,74.28799244
(CML566/CML569)//CKDHL1717354,6.801283878,241.0141786,75.00717181
(CML566/CML569)//CKDHL1717363,7.034237487,238.4492642,74.75156744
(CML566/CML569)//CKDHL1717366,6.075998908,229.8874319,72.78943003
(CML566/CML569)//CKDHL1717390,6.396930061,227.8856749,74.72260109
(CML566/CML569)//CKDHL1717394,6.712263523,234.2420706,74.6558796
(CML566/CML569)//CKDHL1717398,7.333526431,235.3205703,73.79823222
(CML566/CML569)//CKDHL1717403,6.697535529,232.2504616,76.62685805
(CML566/CML569)//CKDHL1717404,6.804518766,237.7825615,73.5838912
(CML566/CML569)//CKDHL1717421,6.143714436,226.7346556,73.30376568
(CML566/CML569)//CKDHL1717463,6.259260401,232.7881219,72.35845806
(CML566/CML569)//CKDHL1717479,6.186708252,244.6269804,75.12229859
(CML566/CML569)//CKDHL1717481,7.026092104,236.6369949,75.22056021
(CML566/CML569)//CKDHL1717483,6.404649964,236.2261076,73.82951624
(CML566/CML569)//CKDHL1717507,6.922193685,248.2169112,72.88675864
(CML566/CML569)//CKDHL1717508,6.333123844,234.1502205,74.77766371
(CML566/CML569)//CKDHL1717519,6.626603883,229.6533205,74.87287162
(CML566/CML569)//CKDHL1717527,7.177328086,243.3014397,74.8056941
(CML566/CML569)//CKDHL1717529,6.860683425,247.7176906,76.2162888
(CML566/CML569)//CKDHL1717535,6.098813153,236.4843794,75.80246933
(CML566/CML569)//CKDHL1718483,6.007326481,229.2944774,73.16547575
(CML566/CML569)//CKDHL1718565,6.433426205,240.0043035,73.98406005
(CML566/CML569)//CKDHL1718642,7.031763508,225.056318,72.91298087
(CML566/CML569)//CKDHL1718746,6.260138043,236.2898233,73.89375403
(CML566/CML569)//CKDHL1719134,5.824800609,241.7164022,77.28700837
(CML566/CML569)//CKDHL1719284,6.266426097,241.6376196,73.55847039
(CML566/CML569)//CKDHL1720436,5.924920995,237.0482751,80.13418769
(CML566/CML569)//CKDHL1720438,6.65238489,229.2861546,79.16419579
(CML566/CML569)//CKDHL1720452,5.435095873,228.9769671,80.47093765
(CML566/CML569)//CKDHL1720469,6.420665884,232.7674862,79.71322609
(CML566/CML569)//CKDHL1720562,5.256108982,218.282634,77.97129673
(CML566/CML569)//CKDHL1720581,6.069153982,235.0565793,76.85324856
(CML566/CML569)//CKDHL1720616,6.197186686,228.0792991,80.28166495
(CML566/CML569)//CKDHL1720617,5.72356376,221.9683815,76.07060457
(CML566/CML569)//CKDHL1720643,5.653636994,228.8376109,75.69709611
(CML566/CML569)//CKDHL1720648,5.957811729,232.3466218,80.17281415
(CML566/CML569)//CKDHL1720663,5.976831481,230.1588206,78.62559915
(CML566/CML569)//CKDHL1720667,5.970561707,222.0922796,78.29296348
(CML566/CML569)//CKDHL1720696,5.787834158,227.5071658,76.36176469
(CML566/CML569)//CKDHL1720758,5.926845429,231.7088891,78.03632906
(CML566/CML569)//CKDHL1720872,5.598007066,225.2811373,77.64214868
(CML566/CML569)//CKDHL1720891,7.005710916,228.284048,78.12963564
CKHFAW190299,6.570975635,235.4955177,73.98503295
CKHFAW190413,5.80243547,238.172392,74.78409308
DH04,5.090052518,228.1621556,72.11535204
DK777,6.517513716,232.0036631,72.90613663
DK8031,5.635434843,231.5730084,71.32160764
DLSH103,5.545067673,217.2980355,69.99342718
Duma 43,5.249068638,234.7255717,68.23824302
PAN 4M-19,4.867563745,217.0412225,68.48552071
PH 30G19,6.82426915,245.4414398,73.68918028
WE3101,6.451933823,232.864705,74.41732941
WE3106,7.242928699,244.2525883,75.98756261
WH403,6.107057137,237.4451305,75.0639757
