REP,block,ENTRY,T1,T2,T3,T4
4,1,127,172.7757,48.3641,35.518,21.9693
1,1,128,163.0239,44.1451,30.2314,21.9432
2,1,128,182.0388,48.0775,33.8557,22.9642
3,1,128,152.025,44.6672,35.3314,21.7263
4,1,128,140.315,50.2656,29.3843,21.3728
1,1,129,163.8948,50.8493,40.9055,23.5574
2,1,129,173.3984,45.1007,35.9172,22.2205
3,1,129,151.1589,52.5451,33.0321,21.8809
4,1,129,151.9081,46.0865,42.4311,25.6289
1,1,130,139.3533,43.0713,18.1363,24.4342
2,1,130,155.3215,45.3431,26.5889,25.3485
3,1,130,160.0564,36.7714,32.5505,24.4201
4,1,130,153.04,44.9735,27.0297,23.1013
1,1,131,175.3026,41.1195,28.0835,21.8679
2,1,131,144.6673,46.3041,32.8579,22.7592
3,1,131,156.5891,53.426,33.1438,19.9742
4,1,131,163.071,45.5969,29.6883,20.6888
1,1,132,160.8642,44.1218,33.376,23.1223
2,1,132,157.9197,46.252,34.1508,21.8909
3,1,132,172.3606,41.0824,38.6576,19.431
4,1,132,159.0476,44.5649,31.1665,21.0386
1,1,133,147.0572,37.5221,42.4617,24.9347
2,1,133,160.2248,44.2677,39.3255,25.6929
3,1,133,154.3159,51.5429,44.7145,22.3539
4,1,133,174.9753,36.8064,35.1741,23.6314
1,1,134,155.8635,46.8968,31.2432,23.7063
2,1,134,155.295,51.2019,35.125,22.5021
3,1,134,169.0186,42.7696,34.8673,21.0839
4,1,134,166.0765,43.9688,23.6305,24.4713
1,1,135,160.4766,51.3277,38.9503,20.8773
2,1,135,163.5504,47.6355,35.1682,23.1317
3,1,135,169.3692,53.5319,33.6277,21.8686
4,1,135,162.5753,51.0175,39.3955,21.1924
1,1,136,161.6572,41.3156,33.1475,24.1503
2,1,136,170.0266,42.9818,30.8432,24.624
3,1,136,163.0075,45.1341,33.2131,25.7244
4,1,136,170.0221,42.6413,31.6362,23.3634
1,1,137,194.2001,46.2452,43.0131,21.0317
2,1,137,190.5102,51.0004,43.2824,22.6867
3,1,137,182.0347,39.5894,41.9384,22.2577
4,1,137,175.1644,49.0861,41.9848,22.9733
1,1,138,146.5588,41.8245,38.143,20.8449
2,1,138,154.6597,47.5749,31.6571,19.3197
3,1,138,158.9046,44.6991,33.3468,21.2622
4,1,138,171.765,49.8955,37.8461,22.7494
1,1,139,185.0917,37.807,42.1681,21.8326
2,1,139,160.4407,52.1934,39.1702,17.9458
3,1,139,141.6191,44.0688,39.5629,19.1539
4,1,139,169.2382,45.349,42.3053,19.4742
1,1,140,158.8199,47.7593,44.0105,28.6883
2,1,140,174.52,41.8423,43.0575,27.5497
3,1,140,180.602,40.0773,36.7034,25.3936
4,1,140,168.1899,40.4108,44.1036,24.1005
1,1,141,164.2514,45.4582,35.3248,22.418
2,1,141,161.6644,45.117,32.8066,22.9987
3,1,141,159.9629,34.7019,34.4726,23.3048
4,1,141,175.7625,44.0473,35.7854,22.085
1,1,142,164.5253,49.2427,34.8396,20.8584
2,1,142,163.5363,54.6069,24.3766,19.4562
3,1,142,163.9889,48.3115,32.1325,19.8557
4,1,142,162.9077,49.982,24.7359,18.2813
1,1,143,169.7035,33.6857,34.8824,18.3586
2,1,143,143.6953,37.5077,30.6995,21.8052
3,1,143,162.4481,32.5123,30.875,19.8568
4,1,143,158.9424,39.8272,36.4741,21.7964
1,1,144,166.6062,45.5571,33.0895,25.6234
2,1,144,146.8807,49.7644,33.4688,25.3841
3,1,144,155.3924,41.3091,38.2027,23.6786
4,1,144,173.464,44.5038,34.0353,24.3582
1,1,145,169.6837,42.3791,32.4244,21.5677
2,1,145,165.0706,44.4684,36.8116,23.1803
3,1,145,168.3307,41.2751,32.4109,25.2775
4,1,145,152.8648,34.6679,32.2697,23.9934
1,1,146,179.9968,41.8257,32.1166,19.9194
2,1,146,176.0595,43.7465,38.1742,23.2606
3,1,146,179.8943,35.6416,35.3496,20.8089
4,1,146,173.6684,37.358,36.3523,21.1457
1,1,147,150.6761,41.925,45.0518,25.6169
2,1,147,151.7421,50.5334,41.4076,20.7024
3,1,147,146.1614,49.7493,36.5253,25.6798
4,1,147,170.4043,47.4152,33.819,23.9265
1,1,148,173.1615,47.8788,43.1871,24.8369
2,1,148,178.1161,36.1348,34.1949,26.9069
3,1,148,171.1481,34.5778,41.5036,25.4575
4,1,148,171.0475,29.708,39.588,25.8699
1,1,149,158.2483,52.3436,30.6456,18.7397
2,1,149,170.9683,55.4473,26.7359,18.7301
3,1,149,162.0755,62.4864,30.0063,15.8697
4,1,149,148.3509,46.6158,32.4001,18.8506
1,1,150,150.1629,44.5883,29.0409,19.7413
2,1,150,164.8665,39.0981,27.5799,22.357
3,1,150,167.7559,39.4909,29.0348,20.4601
4,1,150,146.7587,32.9603,30.1161,22.6379
1,1,151,165.631,39.1335,27.7685,20.5835
2,1,151,143.8962,48.2054,32.3646,20.9725
3,1,151,133.0304,42.1073,31.5945,21.2861
4,1,151,150.8286,42.9181,31.4246,21.6885
1,1,152,175.9059,54.3065,33.8892,17.5417
2,1,152,183.6789,46.6868,40.0899,23.2225
3,1,152,159.9754,41.9456,35.7294,21.7804
4,1,152,180.5006,47.9773,36.8952,20.7946
1,1,153,177.5475,49.2276,36.0034,19.3328
2,1,153,146.489,42.5437,28.8283,20.9512
3,1,153,163.274,40.6786,35.0639,19.2996
4,1,153,158.5934,45.3,35.7184,18.944
1,1,154,175.0569,44.737,34.6745,22.3108
2,1,154,176.3833,43.0551,34.362,23.5637
3,1,154,178.0015,45.7562,37.215,22.2294
4,1,154,164.3282,39.0566,35.3419,24.4071
1,1,155,169.6,51.3644,38.1149,27.9184
2,1,155,162.2779,57.2907,35.3565,24.4282
3,1,155,162.1088,48.269,29.8745,25.8059
4,1,155,146.1936,53.2892,36.1104,24.3879
1,1,156,147.9491,51.6685,33.4717,27.1293
2,1,156,148.079,44.1156,34.6614,27.8773
3,1,156,143.9535,40.3974,34.9546,28.8401
4,1,156,151.4126,39.1974,33.5184,27.6207
1,1,157,165.0317,57.0368,37.0959,25.3902
2,1,157,152.5587,55.7759,33.1791,27.7138
3,1,157,157.3255,50.1101,35.4233,21.1728
4,1,157,154.3955,53.1939,34.6011,23.5451
1,1,158,172.7021,50.6017,34.6668,22.8886
2,1,158,133.1685,45.126,30.8801,21.0172
3,1,158,133.7376,44.3413,35.2379,21.0963
4,1,158,145.569,56.8564,28.4335,19.8468
1,1,159,176.073,40.0116,37.3199,19.1859
2,1,159,156.95,39.0339,34.8486,18.7143
3,1,159,158.5086,43.0313,39.7417,19.5382
4,1,159,168.3283,47.224,36.8839,18.9687
1,1,160,160.3197,36.8443,39.7426,22.6533
2,1,160,169.1702,46.1437,36.3453,20.7272
3,1,160,178.593,37.8551,36.5562,23.1703
4,1,160,162.4782,34.9409,38.3267,23.4067
1,1,161,143.4342,35.3445,26.6417,22.1435
2,1,161,166.7458,48.1505,35.6771,26.492
3,1,161,175.5042,47.7971,32.3025,22.9794
4,1,161,168.8323,37.1885,30.6261,21.5271
1,1,162,147.1876,33.5805,35.1851,21.8917
2,1,162,152.0198,38.5974,36.3468,20.3381
3,1,162,163.6129,45.8699,39.6479,19.6931
4,1,162,160.6719,42.3331,33.0789,21.5836
1,1,163,167.5774,40.4096,35.4606,21.3411
2,1,163,151.5538,37.5012,33.5458,18.6784
3,1,163,135.0708,33.8839,30.5415,20.9083
4,1,163,149.2376,39.9081,37.4923,25.6141
1,1,164,162.8338,41.7239,39.6145,22.1376
2,1,164,169.887,38.4368,34.7296,20.6908
3,1,164,179.9323,39.7013,32.6762,22.3708
4,1,164,181.797,33.6146,38.662,21.3904
1,1,165,154.2414,47.4658,40.2001,21.4487
2,1,165,140.444,50.9797,33.0046,23.0056
3,1,165,156.2351,46.4747,43.6476,21.2764
4,1,165,142.9724,44.5869,36.3966,23.1348
1,1,166,172.2874,36.3889,41.0523,19.9873
2,1,166,166.4333,46.3509,45.6197,20.1548
3,1,166,156.9278,41.325,39.2744,21.0537
4,1,166,166.9593,43.5041,43.3135,21.8724
1,1,167,181.8644,40.8862,33.5813,28.7734
2,1,167,186.9788,42.6828,37.629,24.9714
3,1,167,174.0578,37.3563,39.5552,26.6591
4,1,167,158.6535,33.9755,40.1449,25.3911
1,1,168,143.0241,41.6206,34.2383,25.5208
2,1,168,169.9751,40.9208,28.8515,24.2815
3,1,168,170.1427,44.1268,36.2733,26.4512
4,1,168,154.1051,48.5034,32.3638,28.8466
1,1,169,162.8781,38.3924,39.1278,19.2334
2,1,169,157.0077,41.1827,41.8772,19.7074
3,1,169,168.1677,41.6902,40.1452,20.0114
4,1,169,152.0546,31.5278,41.0198,18.6199
1,1,170,162.3495,36.9108,27.4352,25.4308
2,1,170,164.0571,40.8378,33.8156,26.8567
3,1,170,168.7558,49.0987,37.0471,26.5874
4,1,170,174.9538,36.8369,34.9171,28.2055
1,1,171,167.3572,57.2021,28.7255,16.0313
2,1,171,163.1231,49.9215,35.0518,16.8695
3,1,171,149.6978,40.7147,33.2743,17.7794
4,1,171,151.5547,49.1557,30.3124,17.3561
1,1,172,151.7404,46.99,36.0218,16.9945
2,1,172,133.9613,51.3019,34.5543,18.802
3,1,172,123.7517,51.3886,34.4243,19.2512
4,1,172,160.1022,52.7989,34.0809,15.9497
1,1,173,157.4386,46.8586,29.3695,19.9852
2,1,173,175.6138,47.7017,31.2834,23.1447
3,1,173,156.4302,37.0705,25.2899,21.3311
4,1,173,185.2652,39.6118,33.3702,21.8642
1,1,174,160.2331,48.0591,36.0028,19.5395
2,1,174,176.1915,40.4922,34.0363,17.1592
3,1,174,159.4688,50.8428,34.3802,18.0591
4,1,174,167.5645,44.5152,32.4875,17.2651
1,1,175,147.7865,43.9805,30.319,19.8687
2,1,175,150.4827,46.1363,28.8694,21.173
3,1,175,157.4607,47.5043,30.2157,21.9561
4,1,175,141.2314,51.3526,32.1968,22.791
1,1,176,173.5437,47.6226,31.1062,24.6179
2,1,176,164.9594,47.7812,36.3219,26.198
3,1,176,161.9591,50.8073,35.0453,20.4169
4,1,176,145.0589,52.5644,34.1618,23.4487
1,1,177,161.0736,47.0144,34.1214,20.2475
2,1,177,176.9657,42.9116,37.789,20.6066
3,1,177,177.431,48.4335,37.1711,20.4637
4,1,177,163.3742,41.6052,37.0174,20.4605
1,1,178,156.1256,48.6035,35.7559,19.9957
2,1,178,159.7104,46.7577,32.0885,20.4136
3,1,178,151.2438,48.36,31.8057,19.0127
4,1,178,158.4863,45.0266,36.0655,21.6413
1,1,179,149.0132,49.7008,40.2323,25.1927
2,1,179,158.7469,45.3647,43.051,26.0161
3,1,179,165.3295,45.9653,41.9112,20.8921
4,1,179,162.6228,52.2701,36.4222,21.3572
1,1,180,142.553,43.5986,29.7112,25.7205
2,1,180,153.0002,35.0327,35.0031,25.6388
3,1,180,168.0878,40.5109,28.8792,28.445
4,1,180,136.5119,37.8123,32.5059,28.041
1,1,181,159.0233,46.4674,25.5617,17.1652
2,1,181,129.9682,51.2412,35.4972,16.7942
3,1,181,151.1885,45.5811,30.8554,18.2576
4,1,181,129.49,45.3477,27.1027,17.712
1,1,182,169.0582,31.0613,32.2061,25.1956
2,1,182,153.6664,33.1541,30.2573,23.9884
3,1,182,177.0555,36.3844,36.543,23.721
4,1,182,154.0313,40.9344,36.3417,25.3491
1,1,183,166.8143,38.8305,33.2133,28.6075
2,1,183,182.145,35.9482,30.0216,28.933
3,1,183,162.7674,40.3054,33.5028,26.2876
4,1,183,173.444,43.1737,32.8372,27.9347
1,1,184,165.4804,50.7654,31.9201,23.2052
2,1,184,175.3357,39.1555,30.2423,23.8402
3,1,184,164.0294,50.298,34.381,23.1835
4,1,184,154.6677,48.6387,30.4098,24.0407
1,1,185,149.3751,49.2928,28.4702,19.1307
2,1,185,162.0366,40.3127,31.1526,19.7724
3,1,185,161.3095,50.8438,39.0292,21.9645
4,1,185,173.6099,44.8286,35.202,21.3438
1,1,186,162.3552,40.59,32.9709,21.3803
2,1,186,160.9871,42.6701,30.6407,18.6162
3,1,186,155.1942,42.1077,30.9298,20.971
4,1,186,162.4835,42.949,28.7642,20.8143
1,1,187,156.2694,52.3416,25.4532,17.9864
2,1,187,166.9261,49.7997,31.6984,17.3055
3,1,187,140.3501,44.0711,32.7877,16.9767
4,1,187,157.5301,53.6185,33.1941,18.7823
1,1,188,158.6929,52.9304,27.2122,18.8978
2,1,188,149.2032,42.6633,28.275,17.2831
3,1,188,136.9622,50.8345,34.6143,17.7842
4,1,188,162.4104,55.1072,32.0613,17.6956
1,1,189,176.7078,44.6903,31.9702,21.6559
2,1,189,157.3046,61.2672,32.019,20.7931
3,1,189,181.1883,55.5061,31.6872,19.334
4,1,189,167.7292,43.3192,34.2561,22.7422
1,1,190,140.7484,37.0038,32.3263,19.804
2,1,190,162.554,47.0882,30.6074,19.7556
3,1,190,133.2891,47.8915,35.5653,20.4264
4,1,190,179.5201,51.4868,34.7336,18.7395
1,1,191,165.2749,44.7928,37.2008,20.6338
2,1,191,176.308,39.4968,30.174,17.0983
3,1,191,171.9442,45.2698,31.8735,19.4545
4,1,191,155.3349,39.4126,36.7773,18.6936
1,1,192,158.7211,45.8374,34.1397,22.5148
2,1,192,174.5536,41.8606,32.0906,23.0269
3,1,192,181.3682,46.9662,34.3369,23.6549
4,1,192,163.443,54.9104,32.7448,23.134
1,1,193,155.1146,46.0294,31.5598,23.3192
2,1,193,144.3177,52.5071,29.3581,23.6475
3,1,193,140.089,47.6183,31.9719,25.316
4,1,193,169.8919,44.8869,33.4987,24.4148
1,1,194,147.0973,45.7063,43.4117,21.8795
2,1,194,180.5789,52.7358,35.2601,24.2083
3,1,194,141.6862,49.8562,35.1464,22.2197
4,1,194,177.3848,48.2673,39.4911,21.2552
1,1,195,171.2697,43.83,35.2294,20.2158
2,1,195,177.8809,52.093,38.1962,22.8879
3,1,195,162.8024,50.1542,31.6287,19.0463
4,1,195,170.2417,46.2234,40.0321,19.9469
1,1,196,183.0925,44.608,40.8924,18.3295
2,1,196,174.3572,42.4551,40.8109,20.5901
3,1,196,180.0672,46.1152,40.6945,19.0291
4,1,196,150.8715,41.461,41.0549,16.7155
1,1,197,168.9797,43.7901,45.0028,23.5983
2,1,197,155.9708,40.9243,42.6527,23.5137
3,1,197,172.175,44.9282,38.3268,21.583
4,1,197,150.1855,50.8341,46.0202,19.554
1,1,198,149.0974,47.623,45.3339,19.5809
2,1,198,163.3616,41.7136,39.3414,20.4822
3,1,198,155.9002,44.3138,41.4748,16.9397
4,1,198,160.7925,49.0362,40.9307,16.6703
1,1,199,153.9756,48.1439,33.3687,23.1166
2,1,199,169.8958,38.014,36.3892,21.8464
3,1,199,136.6088,50.7929,35.5824,25.4567
4,1,199,163.8684,39.9115,36.9215,22.2192
1,1,200,159.348,49.413,29.2202,20.604
2,1,200,155.7593,54.9346,33.3592,20.2756
3,1,200,151.6247,48.5237,35.2412,18.2991
4,1,200,152.8928,42.0501,33.7801,18.8883
1,1,201,192.9777,49.9737,29.7036,23.0547
2,1,201,164.5528,46.0369,28.1288,23.8284
3,1,201,160.0336,48.3777,34.0819,22.3926
4,1,201,174.8616,46.8918,32.8272,22.7938
1,1,202,163.2946,40.8907,36.5148,25.5098
2,1,202,172.3778,45.2185,40.3334,20.9825
3,1,202,173.8396,45.097,43.4133,22.6895
4,1,202,169.5247,32.0595,34.4216,24.0338
1,1,203,165.8037,46.7248,40.0542,15.3662
2,1,203,160.9183,46.0783,38.7841,16.5493
3,1,203,167.8878,47.1447,37.3719,18.0657
4,1,203,157.7267,45.9897,36.8991,17.5183
1,1,204,163.356,38.137,33.5973,21.4794
2,1,204,163.9645,50.6177,32.4572,20.7322
3,1,204,157.2421,41.7655,30.9404,21.028
4,1,204,175.23,38.4075,30.4879,22.1059
1,1,205,162.6058,47.3148,30.9142,19.996
2,1,205,147.8739,50.2963,29.4014,20.2122
3,1,205,129.8696,49.6725,28.8414,18.5272
4,1,205,143.0799,51.1264,28.5251,19.1524
1,1,206,153.7057,48.541,31.7267,25.2712
2,1,206,147.8207,49.6508,34.001,24.9963
3,1,206,152.6163,41.1051,29.1729,25.9274
4,1,206,171.4092,46.054,33.7574,25.1395
1,1,207,155.1514,47.4062,35.9736,20.716
2,1,207,160.5975,46.6786,36.2812,18.9441
3,1,207,149.4725,40.5429,35.6188,20.4724
4,1,207,156.0054,49.9759,30.4404,17.8488
1,1,208,164.3826,50.7718,31.867,20.1278
2,1,208,161.2958,47.31,29.8163,20.4163
3,1,208,158.1364,47.3591,31.326,20.0614
4,1,208,168.8114,45.7086,32.9209,19.5786
1,1,209,161.2942,41.3705,37.3352,19.1028
2,1,209,170.7474,53.255,42.5054,21.6331
3,1,209,176.0755,44.0823,40.0903,20.8126
4,1,209,177.6846,42.1966,38.814,23.0558
1,1,210,152.5901,49.6045,32.3198,23.1438
2,1,210,143.5133,49.0597,29.968,21.9226
3,1,210,152.3065,46.4173,32.8914,23.0757
4,1,210,155.4365,52.538,27.843,22.0921
1,1,211,174.0533,45.975,33.1638,20.3428
2,1,211,170.231,50.2118,37.3462,18.9267
3,1,211,159.4287,57.5699,35.9539,20.4591
4,1,211,163.5016,48.2023,40.0652,20.7915
1,1,212,139.1692,40.9533,31.8119,21.1431
2,1,212,173.8034,45.2398,35.2188,17.6115
3,1,212,157.4975,50.6381,27.795,18.3027
4,1,212,166.6106,53.2455,32.2529,13.6568
1,1,213,143.5417,41.666,30.5306,21.7658
2,1,213,165.5247,45.4159,35.5358,20.6613
3,1,213,158.2156,44.3037,29.6846,20.2558
4,1,213,154.8819,41.6965,34.8574,20.5908
1,1,214,173.8183,39.5379,42.2437,20.3392
2,1,214,169.6755,33.0495,33.4305,18.7751
3,1,214,160.9128,46.1141,37.8003,21.3948
4,1,214,169.3519,50.4578,43.9677,19.4277
1,1,215,167.6846,38.8798,28.1312,32.2913
2,1,215,168.4029,51.3549,31.4361,32.6839
3,1,215,166.4697,37.9938,32.5436,32.0342
4,1,215,172.2918,46.4876,33.5869,28.1942
1,1,216,168.4649,42.8216,28.4331,23.3033
2,1,216,179.4862,47.7153,28.4272,21.7492
3,1,216,189.0945,55.7247,26.5615,26.1777
4,1,216,152.3004,44.8874,23.8816,25.1156
1,1,217,170.7265,36.6592,37.4009,26.7788
2,1,217,169.8847,41.3864,41.1517,29.1828
3,1,217,180.9594,34.6279,36.9935,25.2527
4,1,217,178.9435,41.2446,41.1068,29.2007
1,1,218,168.7463,42.0456,46.2521,22.0132
2,1,218,169.4632,39.2632,43.773,20.1594
3,1,218,180.2788,47.3068,34.7684,23.2386
4,1,218,159.3562,44.5256,39.3377,23.3739
1,1,219,176.6863,40.2072,36.3227,18.2145
2,1,219,147.6111,46.0051,41.0527,18.4228
3,1,219,154.7738,51.3158,33.2078,25.0078
4,1,219,153.4107,47.1324,31.4703,21.352
1,1,220,153.4594,40.2544,38.3251,25.7363
2,1,220,159.0804,40.6901,38.7582,27.7311
3,1,220,154.6545,36.9428,39.9329,30.0227
4,1,220,166.7503,39.1375,33.7877,27.5787
1,1,221,163.5674,47.2635,29.6935,20.5025
2,1,221,167.3736,36.6409,32.9068,17.5264
3,1,221,173.4028,40.0229,37.7141,20.7177
4,1,221,161.1918,35.732,32.6636,19.2831
1,1,222,161.8736,44.3587,32.3986,23.8502
2,1,222,157.565,43.1819,30.8086,21.4615
3,1,222,167.103,47.101,35.4569,23.7896
4,1,222,170.317,38.1552,31.7165,20.1984
1,1,223,161.0534,47.4947,25.7057,19.6562
2,1,223,145.9357,45.2899,29.2658,21.5033
3,1,223,144.9642,48.8922,30.1827,20.4778
4,1,223,158.9615,43.2555,34.6195,21.6582
1,1,224,167.2888,47.5386,28.0836,22.7991
2,1,224,163.928,51.9951,29.4048,19.0027
3,1,224,200.223,41.7018,32.3858,19.299
4,1,224,165.623,43.2387,30.6334,22.4866
1,1,225,181.8099,40.9483,38.6945,23.836
2,1,225,161.7992,47.2159,32.0031,25.4363
3,1,225,143.6068,42.2006,35.3837,21.0351
4,1,225,175.3277,49.7581,32.6651,22.378
1,1,226,159.811,57.5432,36.9675,17.6093
2,1,226,172.9089,44.8441,36.5253,16.8127
3,1,226,164.2922,45.7378,38.8039,16.2258
4,1,226,173.6916,43.8283,36.7368,19.8179
1,1,227,145.2177,46.5931,36.8612,24.7896
2,1,227,153.8194,43.7,31.6542,22.539
3,1,227,152.2413,34.5316,31.6961,25.4084
4,1,227,148.5815,45.522,32.6202,24.0506
1,1,228,168.2244,57.5067,36.2837,23.8652
2,1,228,175.3058,47.9221,31.0335,23.6969
3,1,228,162.736,48.3517,35.8015,25.0862
4,1,228,151.6495,54.2027,36.0598,23.9228
1,1,229,154.2762,48.4767,39.1258,20.6988
2,1,229,156.484,42.203,36.5239,23.5979
3,1,229,169.4701,45.8478,35.7598,21.5308
4,1,229,166.1243,45.3062,40.1114,21.0941
1,1,230,164.0215,33.4234,36.6135,20.9
2,1,230,168.8891,41.4613,40.4228,19.5576
3,1,230,172.4514,41.0375,39.4862,20.0387
4,1,230,173.5521,32.4919,38.2347,20.4219
1,1,231,150.0242,42.7081,34.3611,17.9763
2,1,231,140.0428,51.0683,33.6054,18.4994
3,1,231,164.3276,52.4537,36.8524,18.359
4,1,231,149.5299,54.8384,35.1862,14.5894
1,1,232,180.8941,34.4135,33.2014,27.4532
2,1,232,171.8779,46.247,35.8332,24.3874
3,1,232,154.9721,39.2545,35.4227,26.0964
4,1,232,173.3138,41.4793,34.9033,27.8904
1,1,233,155.5557,45.0841,39.8265,20.1855
2,1,233,161.9523,46.1745,31.9659,17.2851
3,1,233,155.5756,49.7423,32.1134,18.5788
4,1,233,166.5301,43.6632,30.4136,21.2608
1,1,234,140.0145,41.6283,35.8408,18.2365
2,1,234,127.8718,49.1859,37.7097,22.9007
3,1,234,144.6239,52.318,36.2438,20.6932
4,1,234,143.3317,56.1784,37.6001,19.2171
1,1,235,160.4538,46.133,34.4099,15.3533
2,1,235,166.7441,43.5258,31.7086,18.1534
3,1,235,156.8611,43.305,38.8646,19.4324
4,1,235,162.2398,45.8946,31.8502,19.6139
1,1,236,203.5365,29.2645,34.5795,19.7409
2,1,236,164.4002,40.4228,36.949,22.6565
3,1,236,177.6006,39.1537,33.3129,24.1621
4,1,236,185.8761,42.6623,34.9807,22.9564
1,1,237,177.1795,36.021,34.5398,20.7168
2,1,237,150.7951,44.2268,40.3675,23.3098
3,1,237,187.4055,45.8144,37.6143,21.288
4,1,237,156.8272,38.166,27.7316,23.6102
1,1,238,155.9507,41.9593,31.525,23.3091
2,1,238,183.805,35.4249,38.0556,24.5902
3,1,238,157.4295,52.534,38.993,26.1975
4,1,238,162.7274,28.1801,38.3356,23.9605
1,1,239,169.8721,41.6943,33.1193,22.0905
2,1,239,176.3233,41.3305,26.1454,23.7204
3,1,239,175.8402,48.7923,32.4644,25.1396
4,1,239,174.9288,51.8534,32.0683,22.5142
1,1,240,158.4104,41.8509,32.6791,32.7707
2,1,240,180.6541,43.4645,35.1775,36.004
3,1,240,176.0441,43.5456,34.473,31.9183
4,1,240,164.6349,43.8866,37.3495,31.2704
1,1,241,162.0695,42.9869,30.5626,21.9694
2,1,241,186.4097,36.9254,28.2607,23.8715
3,1,241,157.5705,43.92,31.3739,21.6284
4,1,241,163.8535,45.5344,29.5102,21.316
1,1,242,144.7554,44.5041,44.5963,30.4195
2,1,242,177.923,39.3538,30.5104,27.1433
3,1,242,164.1877,47.3826,41.4222,27.3683
4,1,242,163.8382,41.9176,37.7018,26.5151
1,1,243,166.8204,47.5084,38.886,17.4104
2,1,243,169.4862,38.0764,44.7333,20.967
3,1,243,169.493,38.6893,43.7275,17.0634
4,1,243,181.7932,41.8356,38.4397,20.9016
1,1,244,169.8571,43.3535,27.9471,20.7263
2,1,244,175.8109,45.6646,30.3235,20.6788
3,1,244,167.2193,49.6927,31.5486,24.5374
4,1,244,175.9714,42.9928,32.5363,25.6059
1,1,245,176.6601,47.4383,33.6378,21.7683
2,1,245,162.7794,49.4232,31.0011,20.66
3,1,245,152.6556,45.4277,30.6748,20.9036
4,1,245,145.0868,52.1916,35.729,22.7605
1,1,246,172.0277,51.6253,40.1262,20.3797
2,1,246,148.7903,46.7465,41.4803,22.4764
3,1,246,154.0419,45.4678,40.3245,21.5465
4,1,246,150.9144,37.231,38.9472,22.6285
1,1,247,137.6021,39.3364,32.8515,28.2296
2,1,247,115.6013,55.0368,24.0424,29.4379
3,1,247,136.2403,51.5698,29.1373,30.3746
4,1,247,150.0277,49.3965,26.5401,26.8774
1,1,248,173.2744,38.9498,30.3983,23.3306
2,1,248,135.4894,49.5843,30.7723,21.501
3,1,248,154.7306,53.436,27.2469,23.0186
4,1,248,146.9317,45.1502,34.0132,23.3107
1,1,249,168.0261,49.0656,27.5794,18.3053
2,1,249,167.2741,43.6415,29.5256,19.0869
3,1,249,162.9982,52.0975,28.9136,23.3222
4,1,249,148.392,46.8418,29.4784,17.6918
1,1,250,158.2482,51.8289,34.5103,19.7257
2,1,250,156.0909,47.3233,42.2848,23.682
3,1,250,166.0173,51.9008,38.6582,21.2835
4,1,250,146.7332,46.3464,35.3972,19.4492
1,1,251,170.1403,49.7712,33.2937,19.3827
2,1,251,161.1957,45.323,30.7222,18.493
3,1,251,155.5912,47.7225,33.918,21.9146
4,1,251,165.194,57.2102,36.4633,17.9113
