REP,block,ENTRY,T1,T2,T3,T4
2,1,376,146.8206,37.9059,39.7717,17.9745
3,1,376,181.2808,49.75,37.6118,19.5319
4,1,376,176.4885,45.5499,41.938,19.796
1,1,377,167.5342,45.3653,35.3765,26.6135
2,1,377,161.8261,47.2583,38.798,21.4585
3,1,377,191.0786,39.152,31.8379,24.6398
4,1,377,161.8473,41.3366,35.9061,25.2357
1,1,378,184.5689,44.8827,35.1044,26.7019
2,1,378,167.1823,44.1732,39.816,29.5449
3,1,378,170.6598,41.3332,39.4179,27.501
4,1,378,184.0507,40.3753,39.5507,28.3111
1,1,379,166.4663,51.529,34.9625,24.488
2,1,379,163.2856,46.4127,37.8332,25.5071
3,1,379,166.6753,39.0897,33.6985,26.1694
4,1,379,162.0141,47.7719,39.278,24.0252
1,1,380,164.3009,45.67,38.8214,20.7114
2,1,380,177.4508,41.1629,41.9388,21.2275
3,1,380,168.5502,46.8783,33.3073,22.0162
4,1,380,162.0584,39.2614,37.7536,23.7161
1,1,381,173.8723,51.7568,35.8755,20.3956
2,1,381,164.1682,49.2711,37.2198,19.742
3,1,381,158.9548,52.4444,36.9917,17.8707
4,1,381,160.2783,54.3199,40.2991,19.7172
1,1,382,156.2921,47.6325,33.38,19.8404
2,1,382,182.3993,53.2992,30.1981,22.4181
3,1,382,165.528,41.7156,31.1566,21.7037
4,1,382,141.9784,50.2065,35.4387,17.7182
1,1,383,171.8713,41.3001,31.6209,19.0175
2,1,383,162.9478,52.1132,37.8864,16.4831
3,1,383,159.2732,46.1756,36.7049,19.7254
4,1,383,171.5986,45.0803,36.6587,19.2868
1,1,384,146.7021,38.0432,34.7701,19.5899
2,1,384,174.4611,45.001,35.4975,22.4708
3,1,384,185.9444,46.4575,34.7377,21.9047
4,1,384,185.3603,40.1953,36.017,21.2173
1,1,385,170.5719,54.5752,43.1493,22.1655
2,1,385,163.6976,41.0021,39.991,23.1199
3,1,385,177.4908,37.6636,36.2216,21.1938
4,1,385,151.0816,40.7272,38.0174,19.4567
1,1,386,165.6108,46.8747,34.6508,26.4262
2,1,386,194.4989,45.2038,42.9892,27.3768
3,1,386,177.9592,42.85,39.485,28.907
4,1,386,165.0287,36.622,38.1107,26.1529
1,1,387,168.7975,42.5602,28.7436,23.6726
2,1,387,173.2806,47.147,31.4438,21.1715
3,1,387,167.9187,42.0323,29.7852,22.7954
4,1,387,170.0499,47.0591,35.1593,23.2386
1,1,388,168.153,42.1932,36.6879,21.2968
2,1,388,159.2405,33.8971,41.4405,22.4056
3,1,388,191.7291,39.1328,41.0688,25.8019
4,1,388,155.9344,40.6799,33.6623,24.4473
1,1,389,148.9748,42.9052,35.1534,20.3101
2,1,389,146.0293,46.1742,34.3672,22.773
3,1,389,184.906,37.525,32.495,21.7061
4,1,389,175.6897,40.8965,36.4355,25.032
1,1,390,160.2848,43.5075,36.8097,15.3231
2,1,390,162.6369,50.9419,31.7092,18.2005
3,1,390,184.2129,45.9309,33.2206,19.5634
4,1,390,156.967,47.3371,29.328,18.8176
1,1,391,140.5764,44.5794,31.7979,21.3305
2,1,391,164.2301,51.8588,33.1303,18.7414
3,1,391,175.9516,43.7852,43.8444,21.9737
4,1,391,171.4222,40.9637,34.8657,22.0836
1,1,392,169.7344,48.7108,37.1885,21.2235
2,1,392,161.0878,45.8009,28.0378,22.0154
3,1,392,173.5152,54.6622,28.5095,23.2956
4,1,392,169.3995,53.399,36.4598,19.3273
1,1,393,156.4003,43.4984,31.7719,21.5114
2,1,393,167.6822,50.6372,36.408,24.3283
3,1,393,176.8835,48.8547,32.2244,25.0362
4,1,393,172.4029,50.5079,34.4079,24.0702
1,1,394,162.6546,41.9006,36.1215,22.9416
2,1,394,167.9098,38.6452,33.709,24.5208
3,1,394,156.9219,36.6301,34.5975,23.856
4,1,394,177.1597,45.7038,36.5071,26.3528
1,1,395,152.9716,46.0226,36.0321,23.9807
2,1,395,156.4877,49.2336,35.1599,23.4983
3,1,395,165.9647,44.6188,35.6446,23.6113
4,1,395,163.8654,51.6375,30.8693,26.9093
1,1,396,152.1703,47.7932,36.2063,18.4088
2,1,396,152.9272,51.1183,33.0075,20.9772
3,1,396,163.3882,47.5757,28.7172,21.243
4,1,396,155.318,45.4404,27.64,19.1057
1,1,397,159.8158,37.2498,30.3358,25.1644
2,1,397,172.5087,39.0995,28.3443,25.2429
3,1,397,159.2883,35.1719,30.1831,21.4344
4,1,397,162.1896,27.4085,35.1752,21.315
1,1,398,145.0569,50.9216,25.5983,21.1801
2,1,398,141.0857,57.1217,25.7708,18.2454
3,1,398,133.9614,45.8952,31.5787,22.2843
4,1,398,132.6411,54.1194,24.9856,20.5779
1,1,399,172.4823,45.1657,37.558,21.4786
2,1,399,169.2758,36.4869,33.636,22.5826
3,1,399,160.3201,42.3307,37.2865,24.8949
4,1,399,171.3869,45.0584,34.7842,23.7762
1,1,400,176.3878,42.1493,29.3013,23.6859
2,1,400,148.1045,48.1971,30.428,25.542
3,1,400,163.7008,48.4432,33.133,23.1347
4,1,400,171.0368,41.0472,20.9636,21.5722
1,1,401,133.2043,40.4962,34.631,19.588
2,1,401,151.9479,47.1909,29.5535,19.2367
3,1,401,160.4194,51.9411,28.0367,20.1418
4,1,401,170.1862,38.4282,35.4401,16.9998
1,1,402,167.7711,41.4882,39.758,25.3144
2,1,402,161.8325,38.8805,40.27,26.3535
3,1,402,171.5311,40.3614,38.6959,23.2864
4,1,402,156.5134,46.1167,38.0226,24.8532
1,1,403,148.7819,45.6148,37.1416,22.5599
2,1,403,155.1357,48.8237,31.1108,21.3137
3,1,403,167.4232,42.8447,38.1638,21.9763
4,1,403,145.7537,36.965,35.3191,23.9522
1,1,404,160.2185,45.8581,40.24,22.5789
2,1,404,152.7374,42.3355,38.0201,19.4992
3,1,404,167.1095,36.3126,38.5451,24.8809
4,1,404,171.9226,45.8168,46.7445,22.0856
1,1,405,145.2024,46.8316,28.2068,24.0167
2,1,405,149.3185,40.0916,39.6325,27.172
3,1,405,161.5808,40.7558,35.1702,25.4221
4,1,405,151.5182,48.1852,33.4247,26.2003
1,1,406,167.6965,49.51,41.7193,22.4341
2,1,406,172.6544,44.8057,39.3118,19.5239
3,1,406,157.9971,45.6798,39.0928,22.8755
4,1,406,156.4401,40.6846,35.3259,20.2505
1,1,407,170.9008,45.9725,33.6327,21.4215
2,1,407,163.1655,51.4467,36.6825,20.1839
3,1,407,160.4353,50.6422,32.6707,19.9728
4,1,407,145.0584,40.8181,37.4655,21.2444
1,1,408,176.0771,35.6265,38.5969,17.541
2,1,408,165.2125,44.2262,37.7452,18.4345
3,1,408,165.4299,42.0394,36.6431,20.5805
4,1,408,163.2883,37.8622,37.4625,20.6182
1,1,409,165.3242,35.5636,35.2351,23.031
2,1,409,166.9503,53.0631,41.2076,22.9756
3,1,409,175.1239,46.9366,35.6187,24.3376
4,1,409,189.4061,40.1722,42.1997,22.9802
1,1,410,156.7405,51.261,33.0962,19.9947
2,1,410,162.7137,51.496,27.7965,20.6253
3,1,410,160.5775,39.9196,25.1094,20.9356
4,1,410,157.7003,48.6357,26.011,20.8421
1,1,411,158.5592,54.2029,30.3884,21.7843
2,1,411,162.3091,47.4094,30.8903,20.7897
3,1,411,170.5618,43.877,38.9498,24.9949
4,1,411,159.5289,46.8539,28.5213,22.0188
1,1,412,169.5949,43.4534,35.0523,21.4448
2,1,412,168.0428,62.8593,24.7201,17.8459
3,1,412,164.4707,53.6223,27.7464,19.6382
4,1,412,139.4897,42.3676,30.5284,16.77
1,1,413,147.5472,43.9857,23.0499,28.6197
2,1,413,172.2593,44.0619,27.525,31.2193
3,1,413,156.6087,35.6242,27.7683,30.0758
4,1,413,146.5449,42.6684,25.4153,29.6557
1,1,414,173.5849,53.9746,31.693,19.4357
2,1,414,163.2251,48.6368,30.3391,18.065
3,1,414,168.5014,44.8813,34.9255,18.1137
4,1,414,153.4489,42.4221,37.0942,16.6522
1,1,415,160.1593,47.2879,36.6745,24.3261
2,1,415,178.585,42.2719,34.9328,22.606
3,1,415,170.9806,34.9736,35.9545,22.2979
4,1,415,162.6287,42.8906,36.9693,21.8994
1,1,416,173.1769,35.6349,32.0467,27.0986
2,1,416,159.3863,45.2425,30.9105,26.2741
3,1,416,154.7932,48.7499,33.487,22.321
4,1,416,156.3209,40.3854,28.3071,27.0333
1,1,417,157.1098,48.9688,31.0911,19.8035
2,1,417,155.6255,49.8471,33.1548,21.1494
3,1,417,166.5957,49.7942,34.0458,17.7805
4,1,417,135.8529,50.7737,37.3647,21.3133
1,1,418,160.8139,41.4356,26.0833,23.4467
2,1,418,165.9275,41.019,36.0522,22.8634
3,1,418,171.6739,39.5846,30.0822,17.9362
4,1,418,177.3703,42.2182,33.4546,19.6472
1,1,419,177.9675,41.4188,35.4865,20.6373
2,1,419,152.7269,30.9793,35.269,21.7772
3,1,419,146.4471,32.2555,41.7934,20.1177
4,1,419,177.3494,42.6361,33.5436,19.3724
1,1,420,145.9854,36.668,29.4582,20.8921
2,1,420,165.2209,39.3742,31.4675,21.3806
3,1,420,160.1627,44.7674,39.289,20.0893
4,1,420,174.9519,37.9288,34.9529,20.5793
1,1,421,142.2242,34.6819,26.4455,24.8271
2,1,421,154.6799,41.9795,34.1932,23.583
3,1,421,151.2031,44.1146,35.7472,24.6363
4,1,421,156.34,45.1742,31.4829,22.8562
1,1,422,144.4421,47.1213,35.2119,22.487
2,1,422,167.6383,44.0134,35.4064,22.5814
3,1,422,155.9946,45.1713,31.402,24.9517
4,1,422,162.6666,50.3604,36.013,22.6928
1,1,423,162.0284,39.098,36.6721,23.0974
2,1,423,171.9933,39.5497,29.3494,26.3624
3,1,423,160.8517,37.8747,28.0641,30.3238
4,1,423,153.5687,41.3542,37.9132,29.3847
1,1,424,171.962,38.8235,29.0544,19.5708
2,1,424,160.5992,44.2604,33.8582,23.3054
3,1,424,168.5063,44.0318,33.3101,18.3469
4,1,424,154.4091,39.6628,34.3063,19.3604
1,1,425,178.6638,50.8096,37.8241,23.5929
2,1,425,160.7414,40.6024,37.1324,18.8774
3,1,425,171.4679,49.0285,35.5993,21.7825
4,1,425,172.2605,46.999,38.0304,20.2883
1,1,426,162.8916,51.0255,30.4125,22.1094
2,1,426,136.9759,41.9818,34.985,18.1383
3,1,426,139.0464,50.2724,32.9432,21.1485
4,1,426,163.4245,54.7379,31.8287,22.9584
1,1,427,188.9331,45.5783,30.8039,23.4022
2,1,427,167.2158,40.8017,31.9455,23.7952
3,1,427,190.6376,42.3263,30.0493,20.2474
4,1,427,178.0178,32.8539,34.1163,25.1768
1,1,428,165.867,44.0968,42.3294,16.5997
2,1,428,177.9141,47.634,39.9901,16.6075
3,1,428,157.2319,45.2151,37.4356,15.3206
4,1,428,169.7236,48.2626,41.5579,14.5888
1,1,429,173.814,56.5132,33.5844,14.825
2,1,429,166.8479,48.7765,32.4029,18.6132
3,1,429,160.0517,47.8971,37.2397,16.1285
4,1,429,170.4251,53.5299,34.1507,19.7385
1,1,430,162.2525,43.0508,32.7222,18.8249
2,1,430,159.2466,40.2442,32.2186,20.1898
3,1,430,174.8545,36.898,34.4848,20.1888
4,1,430,161.7266,47.9771,31.2006,19.3911
1,1,431,152.0208,54.6073,33.6872,25.963
2,1,431,149.6503,51.2148,32.7894,26.3205
3,1,431,144.2454,52.0511,31.2839,22.6163
4,1,431,174.2693,52.7433,35.3348,25.1991
1,1,432,179.0478,39.2161,36.6745,22.2323
2,1,432,175.9222,34.2157,40.182,22.6171
3,1,432,159.7664,42.4333,34.3814,22.6784
4,1,432,181.3043,47.0734,41.7992,23.8937
1,1,433,163.739,45.5621,33.3377,22.4746
2,1,433,170.3811,53.9166,35.9379,24.9469
3,1,433,162.2103,55.9723,29.6093,25.293
4,1,433,179.7563,41.8116,32.7059,23.8166
1,1,434,154.3605,47.6138,33.5354,19.6271
2,1,434,154.1208,48.3721,33.1134,22.1269
3,1,434,168.4027,48.4381,43.1476,19.9355
4,1,434,151.5851,51.3162,34.6343,21.1426
1,1,435,170.9977,40.4524,35.7808,19.5051
2,1,435,150.9002,45.7904,36.4297,22.8431
3,1,435,154.8198,46.5584,35.9129,18.3837
4,1,435,167.2733,51.5306,33.9336,23.5765
1,1,436,164.722,40.353,30.1279,19.443
2,1,436,157.2962,39.7373,36.6016,20.3288
3,1,436,154.9656,43.1336,36.5012,19.3834
4,1,436,160.7829,35.0327,39.7718,20.6567
1,1,437,149.3549,48.785,35.1337,21.5083
2,1,437,155.3383,49.977,33.6809,22.1514
3,1,437,165.9427,51.0815,33.9759,22.1329
4,1,437,163.5052,48.9273,32.201,24.5367
1,1,438,168.2563,46.8283,32.7828,22.9906
2,1,438,154.6682,46.8109,31.1214,21.7325
3,1,438,162.5167,36.8669,29.7203,22.9275
4,1,438,171.4943,54.9752,25.4898,22.7412
1,1,439,182.179,46.7905,35.3141,23.7489
2,1,439,156.088,49.9199,35.7233,19.7433
3,1,439,164.5803,41.2924,30.6396,23.2176
4,1,439,160.8118,48.2163,31.317,24.2076
1,1,440,151.6288,47.4064,29.6623,24.7457
2,1,440,159.9715,41.8914,28.3363,24.3079
3,1,440,145.4759,48.0595,29.4309,23.4583
4,1,440,152.897,44.0144,29.8677,24.5856
1,1,441,163.0076,44.3937,33.5481,14.24
2,1,441,159.7616,48.5586,34.9376,18.0366
3,1,441,158.7857,49.9219,36.6945,17.1812
4,1,441,178.8382,41.2016,35.4718,17.3774
1,1,442,162.8966,49.015,40.5587,22.1091
2,1,442,146.3463,46.353,34.5883,22.0622
3,1,442,165.4419,46.6371,33.4343,20.8152
4,1,442,163.9831,51.8797,37.429,23.1434
1,1,443,163.2317,49.4,28.299,19.6876
2,1,443,164.1248,49.2224,33.4272,19.8424
3,1,443,173.8503,41.4061,31.1971,20.5662
4,1,443,169.8363,47.6076,32.8666,18.932
1,1,444,158.9694,49.3997,31.1759,22.439
2,1,444,158.6415,54.2162,28.9264,21.3242
3,1,444,140.5228,50.285,34.2252,23.3928
4,1,444,157.3553,41.4944,34.4276,21.5395
1,1,445,156.6382,48.5598,32.8214,23.5662
2,1,445,135.6576,46.4648,29.556,21.6993
3,1,445,155.9421,56.1743,39.4711,24.163
4,1,445,148.5825,51.0488,36.1645,23.4771
1,1,446,172.851,48.9059,30.6777,21.0198
2,1,446,151.2831,43.3278,40.3483,20.0718
3,1,446,159.4597,44.0709,33.847,23.5337
4,1,446,159.1044,47.5563,29.8698,23.1894
1,1,447,176.5343,53.1082,32.8694,22.6524
2,1,447,164.8423,56.6702,29.4593,19.5084
3,1,447,148.8821,47.5917,32.8993,22.3203
4,1,447,166.0004,55.1653,30.6196,23.0488
1,1,448,145.9898,37.795,29.6456,22.5645
2,1,448,155.9611,45.2174,35.9285,23.3507
3,1,448,160.4135,36.8039,33.7254,22.4837
4,1,448,170.7069,40.9784,29.9787,22.5409
1,1,449,150.7442,44.7145,31.1482,25.7069
2,1,449,156.6467,49.0233,28.7995,23.8423
3,1,449,173.9571,40.9788,34.8958,25.7195
4,1,449,137.2132,42.7096,32.1338,27.1476
1,1,450,176.9286,51.3139,33.2226,20.7491
2,1,450,142.7993,45.0999,39.2208,20.8934
3,1,450,185.3964,48.1909,34.0606,21.7149
4,1,450,150.8921,44.111,32.2935,21.0053
1,1,451,136.6853,33.4457,31.0523,19.9474
2,1,451,165.6142,44.4058,29.8019,23.5532
3,1,451,150.5394,47.1888,25.9518,20.089
4,1,451,164.253,41.6153,34.0714,21.1358
1,1,452,177.5185,50.287,26.9627,16.6771
2,1,452,152.2808,48.2356,31.1375,20.9094
3,1,452,167.1215,52.373,32.442,25.033
4,1,452,184.1695,51.8523,31.5898,20.3511
1,1,453,167.2034,37.3275,34.6479,18.5675
2,1,453,187.8421,47.3736,35.7226,22.2855
3,1,453,158.5204,45.1593,36.4808,20.2348
4,1,453,147.7673,48.3633,36.6555,21.4263
1,1,454,171.4748,45.5198,36.7191,20.5181
2,1,454,139.2201,52.9593,28.0115,22.1037
3,1,454,156.4509,53.1311,29.8418,22.0974
4,1,454,142.3587,48.0594,31.3663,23.1154
1,1,455,144.4668,46.0163,33.46,22.9844
2,1,455,153.3349,45.6289,28.3146,21.3214
3,1,455,164.7296,44.5406,35.1418,21.7068
4,1,455,158.3748,47.6333,36.4046,22.7637
1,1,456,166.5942,41.1593,35.5556,27.7609
2,1,456,171.3445,42.7628,34.3197,27.6305
3,1,456,133.1908,37.8103,30.8672,31.0735
4,1,456,151.5282,40.7357,34.3298,27.4138
1,1,457,168.8207,47.6273,33.524,23.9662
2,1,457,162.8581,49.1609,33.9714,22.1115
3,1,457,158.4321,43.9446,28.8812,24.8693
4,1,457,164.1094,54.4848,29.4508,24.1047
1,1,458,178.6052,43.4721,37.1073,23.4206
2,1,458,160.1849,41.579,37.9857,21.4535
3,1,458,167.9103,44.64,42.4052,23.008
4,1,458,165.0501,51.201,33.8679,20.9725
1,1,459,176.0692,42.3114,25.3724,21.6284
2,1,459,151.3862,37.2146,30.7425,23.2784
3,1,459,150.4498,46.824,30.197,21.5029
4,1,459,166.8503,43.5989,26.361,19.9761
1,1,460,159.0785,39.2785,27.2505,18.024
2,1,460,160.4214,38.4088,34.9619,19.5254
3,1,460,152.1124,45.9307,32.2802,20.5591
4,1,460,172.306,39.3614,41.0089,18.1037
1,1,461,178.3849,40.611,29.6151,20.8454
2,1,461,173.6635,46.2606,40.4032,17.5511
3,1,461,161.9474,45.139,31.3468,22.007
4,1,461,159.6345,48.8955,34.9162,19.6907
1,1,462,167.0941,40.4544,35.1351,21.7078
2,1,462,174.2784,42.2724,29.9641,20.9494
3,1,462,149.9767,46.972,39.969,22.0691
4,1,462,164.1911,45.1338,33.5578,21.031
1,1,463,189.6963,42.2079,37.4769,22.6518
2,1,463,170.9207,42.2936,33.9611,24.2695
3,1,463,160.7887,49.3629,39.523,24.3277
4,1,463,163.4698,38.476,40.8443,24.3979
1,1,464,149.4343,39.8338,44.0161,23.4702
2,1,464,149.922,52.5337,35.3456,22.0125
3,1,464,160.7964,43.817,34.9526,23.4327
4,1,464,164.2229,42.4805,37.1011,22.9388
1,1,465,169.4499,38.2621,39.3407,22.8838
2,1,465,162.1035,42.003,33.4268,23.3322
3,1,465,170.5299,38.2902,37.2829,24.619
4,1,465,171.6914,37.8157,34.457,25.8983
1,1,466,171.0966,50.0186,38.511,24.4641
2,1,466,157.4925,40.8394,34.6475,21.4072
3,1,466,179.1617,44.6849,29.4111,21.7937
4,1,466,151.9,55.1891,38.0193,22.3208
1,1,467,166.6954,49.064,36.7339,17.4771
2,1,467,175.3333,49.6146,37.0651,17.3719
3,1,467,156.3946,44.0397,38.4396,18.9218
4,1,467,158.8785,43.8237,37.5589,19.2727
1,1,468,158.6282,40.4724,27.967,17.3377
2,1,468,139.3072,48.1253,36.444,20.4502
3,1,468,166.8156,51.5664,30.5297,19.3888
4,1,468,167.5522,43.6325,36.0118,18.1304
1,1,469,140.2099,47.9178,31.1675,21.8894
2,1,469,165.0134,49.2076,29.9632,18.8112
3,1,469,138.8632,53.1116,31.7044,17.3314
4,1,469,146.868,51.5588,35.8471,20.875
1,1,470,157.4014,37.2287,29.1165,25.2485
2,1,470,165.2441,44.2459,29.984,29.0057
3,1,470,167.9653,47.2835,29.6018,23.5922
4,1,470,167.275,46.1673,28.9279,23.2231
1,1,471,156.7457,49.438,33.2859,26.1137
2,1,471,172.6467,44.7927,30.1147,23.944
3,1,471,172.1969,45.0994,35.8427,23.5567
4,1,471,185.2576,40.6805,34.9479,22.8229
1,1,472,151.1602,47.4636,39.2775,17.1553
2,1,472,159.1714,59.336,33.8181,20.7288
3,1,472,161.5217,48.54,37.1957,18.4782
4,1,472,157.6952,51.5539,37.1182,20.1878
1,1,473,157.0034,45.5179,39.8003,21.1853
2,1,473,158.6071,57.0506,37.2767,19.7547
3,1,473,149.5277,49.0168,41.7256,21.1571
4,1,473,168.9011,45.7844,38.2972,21.5604
1,1,474,176.3623,43.2091,46.5627,22.4057
2,1,474,146.8693,33.9924,36.9745,22.8377
3,1,474,164.1287,45.1053,39.443,22.435
4,1,474,168.3929,38.5304,39.2808,22.9127
1,1,475,177.7102,47.0115,39.2792,17.2538
2,1,475,175.663,50.4784,40.8407,22.0785
3,1,475,173.2952,47.5092,40.1324,21.2985
4,1,475,169.6439,40.6297,48.0112,19.2987
1,1,476,178.0328,42.261,43.8921,24.5866
2,1,476,172.1544,40.1638,37.5176,26.0103
3,1,476,164.2188,38.5822,36.354,26.415
4,1,476,168.6633,44.0847,33.6798,23.9638
1,1,477,161.1812,46.2911,31.404,20.1197
2,1,477,148.375,42.7118,32.0957,22.7165
3,1,477,146.661,47.1014,36.2419,22.5086
4,1,477,152.0547,47.9551,32.5898,22.7166
1,1,478,159.753,46.3318,34.6822,20.9687
2,1,478,163.959,46.2676,33.3208,22.5888
3,1,478,156.9418,52.664,35.9447,24.1514
4,1,478,165.1584,45.6321,36.2051,21.3892
1,1,479,128.5045,45.5944,31.5189,20.7071
2,1,479,154.7225,48.4174,37.6126,18.8852
3,1,479,157.3127,48.9765,39.3791,18.1716
4,1,479,152.2218,55.9788,34.9906,23.568
1,1,480,179.4568,40.3347,46.2752,26.2322
2,1,480,184.8533,44.9725,37.9385,22.8926
3,1,480,172.8,43.0548,48.2765,24.0301
4,1,480,162.2604,42.5035,48.0037,28.1182
1,1,481,148.8414,45.5892,33.3007,19.9093
2,1,481,152.7302,46.4274,26.3979,22.0932
3,1,481,149.5207,49.1847,30.4604,20.4367
4,1,481,169.7562,45.1163,32.4935,20.6302
1,1,482,162.576,49.1674,37.5827,18.7533
2,1,482,183.5663,48.6409,40.3324,18.9424
3,1,482,153.7755,57.1325,33.0464,20.633
4,1,482,136.6052,48.8795,36.3106,18.7272
1,1,483,140.789,46.1114,39.1065,23.6372
2,1,483,163.9441,43.4416,36.4685,24.0585
3,1,483,151.4867,49.285,37.5666,22.2637
4,1,483,147.3306,48.276,36.7629,19.9527
1,1,484,145.1021,53.521,27.9025,25.928
2,1,484,152.3822,47.0013,32.4748,22.0891
3,1,484,148.4834,51.5912,36.6614,22.3641
4,1,484,161.3132,50.9814,32.6702,23.5798
1,1,485,146.1561,54.4068,37.5783,19.8486
2,1,485,181.0915,39.083,33.9266,20.7467
3,1,485,149.69,48.1417,36.7004,18.7871
4,1,485,154.8659,50.7885,35.6831,19.8447
1,1,486,153.7469,54.7745,32.6421,23.2102
2,1,486,167.8651,46.2727,33.4119,20.9832
3,1,486,163.1265,49.2881,32.3961,24.013
4,1,486,161.1828,49.2578,30.8522,21.032
1,1,487,165.0154,38.3217,34.2038,26.7176
2,1,487,145.8028,40.9044,37.0855,25.2569
3,1,487,150.3161,47.785,39.3538,24.3905
4,1,487,163.4362,42.5196,36.0701,24.694
1,1,488,162.3134,44.3722,30.4862,24.3882
2,1,488,139.1132,43.5697,29.8773,20.6422
3,1,488,142.6273,40.6496,26.667,16.3981
4,1,488,141.2369,44.443,30.11,23.5955
1,1,489,177.612,44.6778,33.7728,23.9653
2,1,489,187.6055,40.0285,37.7071,22.0468
3,1,489,160.0544,42.1076,47.4114,21.3962
4,1,489,173.5843,48.0976,38.4319,20.216
1,1,490,174.1386,42.0977,31.9065,19.6409
2,1,490,151.8221,43.124,37.4901,23.2792
3,1,490,178.9158,38.5743,31.4609,19.854
4,1,490,159.1139,40.5568,30.8332,22.1057
1,1,491,156.7011,41.28,34.6582,26.8402
2,1,491,182.3019,43.6419,33.7552,26.1146
3,1,491,185.7865,48.8626,38.1759,27.4811
4,1,491,150.5236,46.5157,33.081,25.0632
1,1,492,168.9363,39.7208,38.4679,27.8499
2,1,492,153.0298,46.0064,38.6314,25.8715
3,1,492,172.1565,35.2118,36.2848,25.2088
4,1,492,175.0496,42.7504,37.9344,22.4507
1,1,493,139.4794,59.4068,26.2561,19.1109
2,1,493,161.5871,49.8031,21.3339,17.1394
3,1,493,154.3104,59.1429,24.9133,20.0039
4,1,493,141.9649,48.3587,25.32,17.5969
1,1,494,153.7568,46.759,33.8381,28.1531
2,1,494,156.0534,48.0828,37.0792,24.7067
3,1,494,159.2469,45.4952,37.6368,25.0438
4,1,494,164.7275,46.2249,36.7467,27.8251
1,1,495,168.8984,40.702,31.1266,24.0654
2,1,495,157.2131,45.5643,35.2518,19.8086
3,1,495,154.7367,42.7173,34.1253,21.8936
4,1,495,158.0244,38.5945,37.4583,23.8944
1,1,496,167.6536,45.2791,30.0277,21.6921
2,1,496,186.9138,47.7921,34.0463,22.2022
3,1,496,162.4228,46.7353,30.2134,24.6175
4,1,496,164.9373,47.0475,34.7728,22.3625
1,1,497,164.5635,45.6809,39.5376,23.589
2,1,497,160.0447,54.0781,37.4691,21.0247
3,1,497,161.0899,47.3019,32.2236,19.7532
4,1,497,150.8032,50.4041,38.5117,21.2649
1,1,498,135.9968,42.1766,29.3942,22.6838
2,1,498,143.1501,44.0259,26.1422,23.0335
3,1,498,169.6457,51.6333,34.2717,20.3687
4,1,498,161.4038,38.9917,25.5583,19.4136
1,1,499,156.6668,43.0445,29.5812,20.6387
2,1,499,172.3872,46.0802,32.5961,19.1072
3,1,499,161.547,33.7578,31.199,22.3714
4,1,499,159.7113,40.8298,40.2477,21.9571
1,1,500,163.8696,35.113,33.9422,22.1974
2,1,500,167.1972,52.1901,32.5869,19.1601
3,1,500,154.5381,47.5415,41.6787,21.4063
4,1,500,152.4933,43.4371,35.6589,20.9134
